event,layer,phi,tbin,adc,zelem,x,y,z,plot_x,plot_y,plot_z
43,7,-3.0274,540,126.767,0,-31.1761,-3.57551,123.46,540,-6.95441,-0.797584
43,7,-3.0274,541,16.3066,0,-31.1761,-3.57551,123.884,541,-6.95441,-0.797584
43,7,-3.02183,485,246,0,-31.1557,-3.74911,100.14,485,-6.94986,-0.836309
43,7,-3.02183,486,557.478,0,-31.1557,-3.74911,100.564,486,-6.94986,-0.836309
43,7,-3.02183,487,120.031,0,-31.1557,-3.74911,100.988,487,-6.94986,-0.836309
43,7,-3.02183,488,21.348,0,-31.1557,-3.74911,101.412,488,-6.94986,-0.836309
43,7,-3.02183,489,13.8266,0,-31.1557,-3.74911,101.836,489,-6.94986,-0.836309
43,7,-3.02183,490,11.3708,0,-31.1557,-3.74911,102.26,490,-6.94986,-0.836309
43,7,-3.02183,538,246.032,0,-31.1557,-3.74911,122.612,538,-6.94986,-0.836309
43,7,-3.02183,539,559.506,0,-31.1557,-3.74911,123.036,539,-6.94986,-0.836309
43,7,-3.02183,540,120.092,0,-31.1557,-3.74911,123.46,540,-6.94986,-0.836309
43,7,-3.02183,541,21.4021,0,-31.1557,-3.74911,123.884,541,-6.94986,-0.836309
43,7,-3.02183,542,14.8745,0,-31.1557,-3.74911,124.308,542,-6.94986,-0.836309
43,7,-3.02183,543,12.4314,0,-31.1557,-3.74911,124.732,543,-6.94986,-0.836309
43,7,-3.02183,544,11.1359,0,-31.1557,-3.74911,125.156,544,-6.94986,-0.836309
43,7,-3.01626,395,14.9818,0,-31.1344,-3.9226,61.98,395,-6.9451,-0.875008
43,7,-3.01626,396,74.257,0,-31.1344,-3.9226,62.404,396,-6.9451,-0.875008
43,7,-3.01626,397,79.5746,0,-31.1344,-3.9226,62.828,397,-6.9451,-0.875008
43,7,-3.01626,398,19.8136,0,-31.1344,-3.9226,63.252,398,-6.9451,-0.875008
43,7,-3.01626,485,462.055,0,-31.1344,-3.9226,100.14,485,-6.9451,-0.875008
43,7,-3.01626,486,613.459,0,-31.1344,-3.9226,100.564,486,-6.9451,-0.875008
43,7,-3.01626,487,99.5004,0,-31.1344,-3.9226,100.988,487,-6.9451,-0.875008
43,7,-3.01626,488,20.849,0,-31.1344,-3.9226,101.412,488,-6.9451,-0.875008
43,7,-3.01626,489,13.8524,0,-31.1344,-3.9226,101.836,489,-6.9451,-0.875008
43,7,-3.01626,490,13.9943,0,-31.1344,-3.9226,102.26,490,-6.9451,-0.875008
43,7,-3.01626,491,11.3861,0,-31.1344,-3.9226,102.684,491,-6.9451,-0.875008
43,7,-3.01626,538,462.144,0,-31.1344,-3.9226,122.612,538,-6.9451,-0.875008
43,7,-3.01626,539,614.538,0,-31.1344,-3.9226,123.036,539,-6.9451,-0.875008
43,7,-3.01626,540,96.5884,0,-31.1344,-3.9226,123.46,540,-6.9451,-0.875008
43,7,-3.01626,541,21.8722,0,-31.1344,-3.9226,123.884,541,-6.9451,-0.875008
43,7,-3.01626,542,16.8912,0,-31.1344,-3.9226,124.308,542,-6.9451,-0.875008
43,7,-3.01626,543,15.0832,0,-31.1344,-3.9226,124.732,543,-6.9451,-0.875008
43,7,-3.01626,544,11.483,0,-31.1344,-3.9226,125.156,544,-6.9451,-0.875008
43,7,-3.01626,545,11.0303,0,-31.1344,-3.9226,125.58,545,-6.9451,-0.875008
43,7,-3.01069,395,17.9636,0,-31.112,-4.09597,61.98,395,-6.94011,-0.913681
43,7,-3.01069,396,32.2955,0,-31.112,-4.09597,62.404,396,-6.94011,-0.913681
43,7,-3.01069,397,17.844,0,-31.112,-4.09597,62.828,397,-6.94011,-0.913681
43,7,-3.01069,398,25.0565,0,-31.112,-4.09597,63.252,398,-6.94011,-0.913681
43,7,-3.01069,399,48.372,0,-31.112,-4.09597,63.676,399,-6.94011,-0.913681
43,7,-3.01069,400,17.07,0,-31.112,-4.09597,64.1,400,-6.94011,-0.913681
43,7,-3.01069,485,73.0182,0,-31.112,-4.09597,100.14,485,-6.94011,-0.913681
43,7,-3.01069,486,58.3451,0,-31.112,-4.09597,100.564,486,-6.94011,-0.913681
43,7,-3.01069,538,72.0383,0,-31.112,-4.09597,122.612,538,-6.94011,-0.913681
43,7,-3.01069,539,58.3447,0,-31.112,-4.09597,123.036,539,-6.94011,-0.913681
43,7,-3.00512,397,55.1151,0,-31.0887,-4.2692,62.828,397,-6.93492,-0.952324
43,7,-3.00512,398,111.103,0,-31.0887,-4.2692,63.252,398,-6.93492,-0.952324
43,7,-3.00512,399,76.9789,0,-31.0887,-4.2692,63.676,399,-6.93492,-0.952324
43,7,-3.00512,400,55.9837,0,-31.0887,-4.2692,64.1,400,-6.93492,-0.952324
43,7,-3.00512,401,80.4725,0,-31.0887,-4.2692,64.524,401,-6.93492,-0.952324
43,7,-3.00512,402,47.3421,0,-31.0887,-4.2692,64.948,402,-6.93492,-0.952324
43,7,-3.00512,485,21.0183,0,-31.0887,-4.2692,100.14,485,-6.93492,-0.952324
43,7,-3.00512,486,13.3985,0,-31.0887,-4.2692,100.564,486,-6.93492,-0.952324
43,7,-3.00512,538,21.0005,0,-31.0887,-4.2692,122.612,538,-6.93492,-0.952324
43,7,-3.00512,539,13.3828,0,-31.0887,-4.2692,123.036,539,-6.93492,-0.952324
43,7,-2.99955,399,38.2526,0,-31.0645,-4.4423,63.676,399,-6.92951,-0.990938
43,7,-2.99955,400,189.915,0,-31.0645,-4.4423,64.1,400,-6.92951,-0.990938
43,7,-2.99955,401,232.251,0,-31.0645,-4.4423,64.524,401,-6.92951,-0.990938
43,7,-2.99955,402,200.913,0,-31.0645,-4.4423,64.948,402,-6.92951,-0.990938
43,7,-2.99955,403,66.517,0,-31.0645,-4.4423,65.372,403,-6.92951,-0.990938
43,7,-2.99955,404,36.3279,0,-31.0645,-4.4423,65.796,404,-6.92951,-0.990938
43,7,-2.99955,405,11.6143,0,-31.0645,-4.4423,66.22,405,-6.92951,-0.990938
43,7,-2.99398,399,12.0304,0,-31.0393,-4.61527,63.676,399,-6.92388,-1.02952
43,7,-2.99398,400,31.2453,0,-31.0393,-4.61527,64.1,400,-6.92388,-1.02952
43,7,-2.99398,401,101.781,0,-31.0393,-4.61527,64.524,401,-6.92388,-1.02952
43,7,-2.99398,402,185.53,0,-31.0393,-4.61527,64.948,402,-6.92388,-1.02952
43,7,-2.99398,403,88.571,0,-31.0393,-4.61527,65.372,403,-6.92388,-1.02952
43,7,-2.99398,404,31.4417,0,-31.0393,-4.61527,65.796,404,-6.92388,-1.02952
43,7,-2.98284,483,22.0203,0,-30.9859,-4.96076,99.292,483,-6.91198,-1.10659
43,7,-2.98284,484,16.4185,0,-30.9859,-4.96076,99.716,484,-6.91198,-1.10659
43,7,-2.98284,561,14.0406,0,-30.9859,-4.96076,132.364,561,-6.91198,-1.10659
43,7,-2.97727,482,14.0182,0,-30.9578,-5.13328,98.868,482,-6.90571,-1.14507
43,7,-2.97727,483,122.271,0,-30.9578,-5.13328,99.292,483,-6.90571,-1.14507
43,7,-2.97727,484,130.461,0,-30.9578,-5.13328,99.716,484,-6.90571,-1.14507
43,7,-2.97727,485,31.5082,0,-30.9578,-5.13328,100.14,485,-6.90571,-1.14507
43,7,-2.97727,560,17.0365,0,-30.9578,-5.13328,131.94,560,-6.90571,-1.14507
43,7,-2.97727,561,162.342,0,-30.9578,-5.13328,132.364,561,-6.90571,-1.14507
43,7,-2.97727,562,109.252,0,-30.9578,-5.13328,132.788,562,-6.90571,-1.14507
43,7,-2.97727,563,14.8077,0,-30.9578,-5.13328,133.212,563,-6.90571,-1.14507
43,7,-2.9717,483,52.18,0,-30.9287,-5.30564,99.292,483,-6.89922,-1.18352
43,7,-2.9717,484,149.106,0,-30.9287,-5.30564,99.716,484,-6.89922,-1.18352
43,7,-2.9717,485,58.6731,0,-30.9287,-5.30564,100.14,485,-6.89922,-1.18352
43,7,-2.9717,561,83.0911,0,-30.9287,-5.30564,132.364,561,-6.89922,-1.18352
43,7,-2.9717,562,68.5916,0,-30.9287,-5.30564,132.788,562,-6.89922,-1.18352
43,7,-2.96613,208,11.1371,0,-30.8987,-5.47784,-17.308,208,-6.89252,-1.22193
43,7,-2.96613,209,39.3216,0,-30.8987,-5.47784,-16.884,209,-6.89252,-1.22193
43,7,-2.96613,210,24.9946,0,-30.8987,-5.47784,-16.46,210,-6.89252,-1.22193
43,7,-2.96613,482,35.0728,0,-30.8987,-5.47784,98.868,482,-6.89252,-1.22193
43,7,-2.96613,483,39.7016,0,-30.8987,-5.47784,99.292,483,-6.89252,-1.22193
43,7,-2.96613,484,64.3309,0,-30.8987,-5.47784,99.716,484,-6.89252,-1.22193
43,7,-2.96613,485,28.3249,0,-30.8987,-5.47784,100.14,485,-6.89252,-1.22193
43,7,-2.96056,204,12,0,-30.8677,-5.64987,-19.004,204,-6.88561,-1.26031
43,7,-2.96056,205,14.2185,0,-30.8677,-5.64987,-18.58,205,-6.88561,-1.26031
43,7,-2.96056,206,49.4482,0,-30.8677,-5.64987,-18.156,206,-6.88561,-1.26031
43,7,-2.96056,207,84.2887,0,-30.8677,-5.64987,-17.732,207,-6.88561,-1.26031
43,7,-2.96056,208,83.6516,0,-30.8677,-5.64987,-17.308,208,-6.88561,-1.26031
43,7,-2.96056,209,125.821,0,-30.8677,-5.64987,-16.884,209,-6.88561,-1.26031
43,7,-2.96056,210,165.603,0,-30.8677,-5.64987,-16.46,210,-6.88561,-1.26031
43,7,-2.96056,211,71.872,0,-30.8677,-5.64987,-16.036,211,-6.88561,-1.26031
43,7,-2.96056,212,14.1325,0,-30.8677,-5.64987,-15.612,212,-6.88561,-1.26031
43,7,-2.96056,482,96.091,0,-30.8677,-5.64987,98.868,482,-6.88561,-1.26031
43,7,-2.96056,483,112.828,0,-30.8677,-5.64987,99.292,483,-6.88561,-1.26031
43,7,-2.96056,484,31.6388,0,-30.8677,-5.64987,99.716,484,-6.88561,-1.26031
43,7,-2.96056,937,16.0889,0,-30.8677,-5.64987,291.788,937,-6.88561,-1.26031
43,7,-2.95499,204,53.0364,0,-30.8357,-5.82172,-19.004,204,-6.87848,-1.29864
43,7,-2.95499,205,110.997,0,-30.8357,-5.82172,-18.58,205,-6.87848,-1.29864
43,7,-2.95499,206,70.885,0,-30.8357,-5.82172,-18.156,206,-6.87848,-1.29864
43,7,-2.95499,207,65.7913,0,-30.8357,-5.82172,-17.732,207,-6.87848,-1.29864
43,7,-2.95499,208,95.4843,0,-30.8357,-5.82172,-17.308,208,-6.87848,-1.29864
43,7,-2.95499,209,37.6256,0,-30.8357,-5.82172,-16.884,209,-6.87848,-1.29864
43,7,-2.95499,210,27.5617,0,-30.8357,-5.82172,-16.46,210,-6.87848,-1.29864
43,7,-2.95499,211,18.323,0,-30.8357,-5.82172,-16.036,211,-6.87848,-1.29864
43,7,-2.95499,482,20.0182,0,-30.8357,-5.82172,98.868,482,-6.87848,-1.29864
43,7,-2.95499,483,38.3802,0,-30.8357,-5.82172,99.292,483,-6.87848,-1.29864
43,7,-2.95499,936,17.0182,0,-30.8357,-5.82172,291.364,936,-6.87848,-1.29864
43,7,-2.95499,937,118.326,0,-30.8357,-5.82172,291.788,937,-6.87848,-1.29864
43,7,-2.95499,938,53.4363,0,-30.8357,-5.82172,292.212,938,-6.87848,-1.29864
43,7,-2.95499,939,13.0847,0,-30.8357,-5.82172,292.636,939,-6.87848,-1.29864
43,7,-2.94942,205,12.0868,0,-30.8028,-5.99339,-18.58,205,-6.87114,-1.33694
43,7,-2.94942,206,12.2953,0,-30.8028,-5.99339,-18.156,206,-6.87114,-1.33694
43,7,-2.94942,937,48.1274,0,-30.8028,-5.99339,291.788,937,-6.87114,-1.33694
43,7,-2.94942,938,21.9866,0,-30.8028,-5.99339,292.212,938,-6.87114,-1.33694
43,7,-2.94385,937,41.1435,0,-30.769,-6.16487,291.788,937,-6.86359,-1.37519
43,7,-2.94385,938,16.8734,0,-30.769,-6.16487,292.212,938,-6.86359,-1.37519
43,7,-2.93271,72,53.0892,0,-30.6984,-6.50726,-74.972,72,-6.84784,-1.45156
43,7,-2.93271,73,39.0438,0,-30.6984,-6.50726,-74.548,73,-6.84784,-1.45156
43,7,-2.93271,400,13.1935,0,-30.6984,-6.50726,64.1,400,-6.84784,-1.45156
43,7,-2.93271,401,13.4079,0,-30.6984,-6.50726,64.524,401,-6.84784,-1.45156
43,7,-2.92714,70,26.0871,0,-30.6617,-6.67815,-75.82,70,-6.83965,-1.48969
43,7,-2.92714,71,78.5504,0,-30.6617,-6.67815,-75.396,71,-6.83965,-1.48969
43,7,-2.92714,72,221.907,0,-30.6617,-6.67815,-74.972,72,-6.83965,-1.48969
43,7,-2.92714,73,119.693,0,-30.6617,-6.67815,-74.548,73,-6.83965,-1.48969
43,7,-2.92714,74,18.114,0,-30.6617,-6.67815,-74.124,74,-6.83965,-1.48969
43,7,-2.92714,396,38.0364,0,-30.6617,-6.67815,62.404,396,-6.83965,-1.48969
43,7,-2.92714,397,80.724,0,-30.6617,-6.67815,62.828,397,-6.83965,-1.48969
43,7,-2.92714,398,217.097,0,-30.6617,-6.67815,63.252,398,-6.83965,-1.48969
43,7,-2.92714,399,436.77,0,-30.6617,-6.67815,63.676,399,-6.83965,-1.48969
43,7,-2.92714,400,673.953,0,-30.6617,-6.67815,64.1,400,-6.83965,-1.48969
43,7,-2.92714,401,434.498,0,-30.6617,-6.67815,64.524,401,-6.83965,-1.48969
43,7,-2.92714,402,99.2794,0,-30.6617,-6.67815,64.948,402,-6.83965,-1.48969
43,7,-2.92714,403,35.3221,0,-30.6617,-6.67815,65.372,403,-6.83965,-1.48969
43,7,-2.92714,404,22.4611,0,-30.6617,-6.67815,65.796,404,-6.83965,-1.48969
43,7,-2.92714,405,18.7468,0,-30.6617,-6.67815,66.22,405,-6.83965,-1.48969
43,7,-2.92714,406,16.3262,0,-30.6617,-6.67815,66.644,406,-6.83965,-1.48969
43,7,-2.92714,407,15.1838,0,-30.6617,-6.67815,67.068,407,-6.83965,-1.48969
43,7,-2.92714,408,14.3058,0,-30.6617,-6.67815,67.492,408,-6.83965,-1.48969
43,7,-2.92714,409,12,0,-30.6617,-6.67815,67.916,409,-6.83965,-1.48969
43,7,-2.92714,552,45.1092,0,-30.6617,-6.67815,128.548,552,-6.83965,-1.48969
43,7,-2.92714,553,69.9159,0,-30.6617,-6.67815,128.972,553,-6.83965,-1.48969
43,7,-2.92714,554,19.0667,0,-30.6617,-6.67815,129.396,554,-6.83965,-1.48969
43,7,-2.92157,69,15,0,-30.624,-6.84884,-76.244,69,-6.83125,-1.52776
43,7,-2.92157,70,51.2731,0,-30.624,-6.84884,-75.82,70,-6.83125,-1.52776
43,7,-2.92157,71,76.1701,0,-30.624,-6.84884,-75.396,71,-6.83125,-1.52776
43,7,-2.92157,72,53.401,0,-30.624,-6.84884,-74.972,72,-6.83125,-1.52776
43,7,-2.92157,73,15.0535,0,-30.624,-6.84884,-74.548,73,-6.83125,-1.52776
43,7,-2.92157,396,23.0182,0,-30.624,-6.84884,62.404,396,-6.83125,-1.52776
43,7,-2.92157,397,69.4348,0,-30.624,-6.84884,62.828,397,-6.83125,-1.52776
43,7,-2.92157,398,98.641,0,-30.624,-6.84884,63.252,398,-6.83125,-1.52776
43,7,-2.92157,399,135.218,0,-30.624,-6.84884,63.676,399,-6.83125,-1.52776
43,7,-2.92157,400,190.251,0,-30.624,-6.84884,64.1,400,-6.83125,-1.52776
43,7,-2.92157,401,100.016,0,-30.624,-6.84884,64.524,401,-6.83125,-1.52776
43,7,-2.92157,402,21.7694,0,-30.624,-6.84884,64.948,402,-6.83125,-1.52776
43,7,-2.92157,552,22.0364,0,-30.624,-6.84884,128.548,552,-6.83125,-1.52776
43,7,-2.92157,553,46.4327,0,-30.624,-6.84884,128.972,553,-6.83125,-1.52776
43,7,-2.92157,554,14.2204,0,-30.624,-6.84884,129.396,554,-6.83125,-1.52776
43,7,-2.916,68,23.9818,0,-30.5854,-7.01932,-76.668,68,-6.82263,-1.56579
43,7,-2.916,69,157.421,0,-30.5854,-7.01932,-76.244,69,-6.82263,-1.56579
43,7,-2.916,70,262.231,0,-30.5854,-7.01932,-75.82,70,-6.82263,-1.56579
43,7,-2.916,71,232.574,0,-30.5854,-7.01932,-75.396,71,-6.82263,-1.56579
43,7,-2.916,72,78.7998,0,-30.5854,-7.01932,-74.972,72,-6.82263,-1.56579
43,7,-2.916,73,15.7966,0,-30.5854,-7.01932,-74.548,73,-6.82263,-1.56579
43,7,-2.916,397,20.0203,0,-30.5854,-7.01932,62.828,397,-6.82263,-1.56579
43,7,-2.916,398,26.3821,0,-30.5854,-7.01932,63.252,398,-6.82263,-1.56579
43,7,-2.916,399,14.8115,0,-30.5854,-7.01932,63.676,399,-6.82263,-1.56579
43,7,-2.916,400,13.9731,0,-30.5854,-7.01932,64.1,400,-6.82263,-1.56579
43,7,-2.916,552,17.0364,0,-30.5854,-7.01932,128.548,552,-6.82263,-1.56579
43,7,-2.916,553,40.3417,0,-30.5854,-7.01932,128.972,553,-6.82263,-1.56579
43,7,-2.916,554,12.0306,0,-30.5854,-7.01932,129.396,554,-6.82263,-1.56579
43,7,-2.91043,68,25.9818,0,-30.5458,-7.18958,-76.668,68,-6.8138,-1.60377
43,7,-2.91043,69,65.4572,0,-30.5458,-7.18958,-76.244,69,-6.8138,-1.60377
43,7,-2.91043,70,46.588,0,-30.5458,-7.18958,-75.82,70,-6.8138,-1.60377
43,7,-2.91043,71,20.2247,0,-30.5458,-7.18958,-75.396,71,-6.8138,-1.60377
43,7,-2.90486,68,27,0,-30.5053,-7.35961,-76.668,68,-6.80477,-1.6417
43,7,-2.90486,69,33.4915,0,-30.5053,-7.35961,-76.244,69,-6.80477,-1.6417
43,7,-2.90486,70,11.0358,0,-30.5053,-7.35961,-75.82,70,-6.80477,-1.6417
43,7,-2.89372,109,59.0184,0,-30.4214,-7.69898,-59.284,109,-6.78605,-1.7174
43,7,-2.89372,110,157.09,0,-30.4214,-7.69898,-58.86,110,-6.78605,-1.7174
43,7,-2.89372,111,104.805,0,-30.4214,-7.69898,-58.436,111,-6.78605,-1.7174
43,7,-2.89372,112,39.2063,0,-30.4214,-7.69898,-58.012,112,-6.78605,-1.7174
43,7,-2.89372,113,24.227,0,-30.4214,-7.69898,-57.588,113,-6.78605,-1.7174
43,7,-2.88815,109,47.9818,0,-30.378,-7.86832,-59.284,109,-6.77638,-1.75517
43,7,-2.88815,110,85.8577,0,-30.378,-7.86832,-58.86,110,-6.77638,-1.75517
43,7,-2.88815,111,42.3065,0,-30.378,-7.86832,-58.436,111,-6.77638,-1.75517
43,7,-2.88815,112,25.7696,0,-30.378,-7.86832,-58.012,112,-6.77638,-1.75517
43,7,-2.88815,113,23.8701,0,-30.378,-7.86832,-57.588,113,-6.77638,-1.75517
43,7,-2.87144,358,15.3394,0,-30.2423,-8.37483,46.292,358,-6.74611,-1.86816
43,7,-2.85473,292,27.0203,0,-30.0982,-8.87901,18.308,292,-6.71395,-1.98063
43,7,-2.85473,293,76.5095,0,-30.0982,-8.87901,18.732,293,-6.71395,-1.98063
43,7,-2.85473,294,37.8345,0,-30.0982,-8.87901,19.156,294,-6.71395,-1.98063
43,7,-2.85473,352,32.0008,0,-30.0982,-8.87901,43.748,352,-6.71395,-1.98063
43,7,-2.85473,353,124.583,0,-30.0982,-8.87901,44.172,353,-6.71395,-1.98063
43,7,-2.85473,354,115.774,0,-30.0982,-8.87901,44.596,354,-6.71395,-1.98063
43,7,-2.85473,355,27.512,0,-30.0982,-8.87901,45.02,355,-6.71395,-1.98063
43,7,-2.85473,356,12.4122,0,-30.0982,-8.87901,45.444,356,-6.71395,-1.98063
43,7,-2.85473,365,27.5977,0,-30.0982,-8.87901,49.26,365,-6.71395,-1.98063
43,7,-2.85473,366,13.8874,0,-30.0982,-8.87901,49.684,366,-6.71395,-1.98063
43,7,-2.85473,575,193.146,0,-30.0982,-8.87901,138.3,575,-6.71395,-1.98063
43,7,-2.85473,576,211.642,0,-30.0982,-8.87901,138.724,576,-6.71395,-1.98063
43,7,-2.85473,577,40.0103,0,-30.0982,-8.87901,139.148,577,-6.71395,-1.98063
43,7,-2.85473,629,16.9871,0,-30.0982,-8.87901,161.196,629,-6.71395,-1.98063
43,7,-2.85473,630,29.2981,0,-30.0982,-8.87901,161.62,630,-6.71395,-1.98063
43,7,-2.84916,291,16,0,-30.0482,-9.04652,17.884,291,-6.70281,-2.01799
43,7,-2.84916,292,57.2913,0,-30.0482,-9.04652,18.308,292,-6.70281,-2.01799
43,7,-2.84916,293,163.295,0,-30.0482,-9.04652,18.732,293,-6.70281,-2.01799
43,7,-2.84916,294,180.096,0,-30.0482,-9.04652,19.156,294,-6.70281,-2.01799
43,7,-2.84916,295,39.829,0,-30.0482,-9.04652,19.58,295,-6.70281,-2.01799
43,7,-2.84916,354,11.1152,0,-30.0482,-9.04652,44.596,354,-6.70281,-2.01799
43,7,-2.84916,365,67.318,0,-30.0482,-9.04652,49.26,365,-6.70281,-2.01799
43,7,-2.84916,366,33.5011,0,-30.0482,-9.04652,49.684,366,-6.70281,-2.01799
43,7,-2.84916,574,15,0,-30.0482,-9.04652,137.876,574,-6.70281,-2.01799
43,7,-2.84916,575,112.273,0,-30.0482,-9.04652,138.3,575,-6.70281,-2.01799
43,7,-2.84916,576,90.2806,0,-30.0482,-9.04652,138.724,576,-6.70281,-2.01799
43,7,-2.84916,577,16.6205,0,-30.0482,-9.04652,139.148,577,-6.70281,-2.01799
43,7,-2.84916,629,46.0209,0,-30.0482,-9.04652,161.196,629,-6.70281,-2.01799
43,7,-2.84916,630,63.8559,0,-30.0482,-9.04652,161.62,630,-6.70281,-2.01799
43,7,-2.84916,631,11.9044,0,-30.0482,-9.04652,162.044,631,-6.70281,-2.01799
